beta_var,beta_dvar,vopt,poisson_unc
74.52020707605183,71.37831421788748,72.58959471441239,97.3371850241684
74.70718627100464,71.2592062924562,72.63067572399,97.30425455845548
74.42509009782049,71.36033407699789,73.55557462387735,97.1740747096848
75.65178839580682,71.24408277676874,73.72967407004849,97.3098980306909
75.73581991361803,72.0545750979663,73.35602528531793,96.4288778925088
75.76693697172523,72.2629825088314,73.48579110710659,97.0452367672087
75.05863844393593,72.46138443935926,73.14645308924486,97.11241418764303
76.90184356183583,72.08913170954962,73.22044079577798,97.24109326506385
76.64692925999027,71.75834549043165,74.27557996510198,97.42126491032352
76.61512936767882,72.54458858360627,73.76174607034055,97.59715090750461
76.3430402196922,72.09079466788718,74.00881057268722,97.65432805080383
76.84760065794178,72.27633555031109,74.05563899020238,97.62711864406779
75.63149011642875,71.90405355150614,74.30271476385273,97.44829361787339
75.89146510663252,71.58897486876546,73.75166278088481,97.32524709281536
75.14446733035817,71.8274402105504,73.94581759926766,97.38099324865546
75.67335612421508,71.86994893507459,74.03555949707486,95.17815508289111
75.84036618509512,72.02117007581175,73.6146474038049,95.64869117436704
77.10166073037806,72.09658270036762,74.53117624340214,95.39258178489179
76.91537449218974,71.87446358070608,74.26760885735538,96.90164215826515
75.7978457092995,71.65376857825396,73.9039008969059,97.11473815211639
77.19079907304094,71.70772179784282,73.9750522129717,97.0174233971333
77.9572276661183,71.72734425291468,73.99184607681853,97.52807381446249
77.71229114213779,72.04880979629206,73.65815976195925,97.59098191805906
77.25562565269016,71.86816016479979,73.55192194898645,97.65246126775675
77.59577694486566,72.94498011501817,73.58587737117679,97.70678950530743
77.93021559062102,73.2035307077152,73.26361568504026,97.69531194117394
78.21459227467811,73.36337625178827,73.50500715307582,97.71244635193133
78.80370248501409,73.06828423868726,74.33868867938025,97.60654658864934
77.39706429368509,73.43986952416378,74.87767890354516,97.52639560502446
